entrez_gene_id	status	symbol	type_of_gene	description
10564	imputed	ARFGEF2	protein-coding	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)
10565	imputed	ARFGEF1	protein-coding	ADP-ribosylation factor guanine nucleotide-exchange factor 1 (brefeldin A-inhibited)
10567	imputed	RABAC1	protein-coding	Rab acceptor 1 (prenylated)
10570	imputed	DPYSL4	protein-coding	dihydropyrimidinase-like 4
10572	imputed	SIVA1	protein-coding	SIVA1, apoptosis-inducing factor
10573	imputed	MRPL28	protein-coding	mitochondrial ribosomal protein L28
10574	imputed	CCT7	protein-coding	chaperonin containing TCP1, subunit 7 (eta)
10575	imputed	CCT4	protein-coding	chaperonin containing TCP1, subunit 4 (delta)
10576	imputed	CCT2	protein-coding	chaperonin containing TCP1, subunit 2 (beta)
10577	imputed	NPC2	protein-coding	Niemann-Pick disease, type C2
10579	imputed	TACC2	protein-coding	transforming, acidic coiled-coil containing protein 2
1058	imputed	CENPA	protein-coding	centromere protein A
10580	imputed	SORBS1	protein-coding	sorbin and SH3 domain containing 1
10581	imputed	IFITM2	protein-coding	interferon induced transmembrane protein 2
10585	imputed	POMT1	protein-coding	protein-O-mannosyltransferase 1
10586	imputed	MAB21L2	protein-coding	mab-21-like 2 (C. elegans)
10587	imputed	TXNRD2	protein-coding	thioredoxin reductase 2
10588	imputed	MTHFS	protein-coding	5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)
10589	measured	DRAP1	protein-coding	DR1-associated protein 1 (negative cofactor 2 alpha)
1059	imputed	CENPB	protein-coding	centromere protein B, 80kDa
10591	imputed	DNPH1	protein-coding	2'-deoxynucleoside 5'-phosphate N-hydrolase 1
10592	imputed	SMC2	protein-coding	structural maintenance of chromosomes 2
10594	imputed	PRPF8	protein-coding	pre-mRNA processing factor 8
10598	imputed	AHSA1	protein-coding	AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)
10600	imputed	USP16	protein-coding	ubiquitin specific peptidase 16
10602	imputed	CDC42EP3	protein-coding	CDC42 effector protein (Rho GTPase binding) 3
10605	imputed	PAIP1	protein-coding	poly(A) binding protein interacting protein 1
10606	measured	PAICS	protein-coding	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase
10607	imputed	TBL3	protein-coding	transducin (beta)-like 3
10608	imputed	MXD4	protein-coding	MAX dimerization protein 4
10609	imputed	P3H4	protein-coding	prolyl 3-hydroxylase family member 4 (non-enzymatic)
10610	measured	ST6GALNAC2	protein-coding	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2
10611	imputed	PDLIM5	protein-coding	PDZ and LIM domain 5
10613	imputed	ERLIN1	protein-coding	ER lipid raft associated 1
10614	imputed	HEXIM1	protein-coding	hexamethylene bis-acetamide inducible 1
10615	imputed	SPAG5	protein-coding	sperm associated antigen 5
10616	imputed	RBCK1	protein-coding	RanBP-type and C3HC4-type zinc finger containing 1
10617	measured	STAMBP	protein-coding	STAM binding protein
10618	imputed	TGOLN2	protein-coding	trans-golgi network protein 2
1062	measured	CENPE	protein-coding	centromere protein E, 312kDa
10621	imputed	POLR3F	protein-coding	polymerase (RNA) III (DNA directed) polypeptide F, 39 kDa
10622	imputed	POLR3G	protein-coding	polymerase (RNA) III (DNA directed) polypeptide G (32kD)
10625	imputed	IVNS1ABP	protein-coding	influenza virus NS1A binding protein
10626	imputed	TRIM16	protein-coding	tripartite motif containing 16
10627	imputed	MYL12A	protein-coding	myosin, light chain 12A, regulatory, non-sarcomeric
10628	imputed	TXNIP	protein-coding	thioredoxin interacting protein
1063	imputed	CENPF	protein-coding	centromere protein F, 350/400kDa
10632	imputed	ATP5L	protein-coding	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit G
10634	imputed	GAS2L1	protein-coding	growth arrest-specific 2 like 1
10635	imputed	RAD51AP1	protein-coding	RAD51 associated protein 1
10636	imputed	RGS14	protein-coding	regulator of G-protein signaling 14
10640	imputed	EXOC5	protein-coding	exocyst complex component 5
10641	measured	NPRL2	protein-coding	nitrogen permease regulator-like 2 (S. cerevisiae)
10643	imputed	IGF2BP3	protein-coding	insulin-like growth factor 2 mRNA binding protein 3
10644	measured	IGF2BP2	protein-coding	insulin-like growth factor 2 mRNA binding protein 2
10645	imputed	CAMKK2	protein-coding	calcium/calmodulin-dependent protein kinase kinase 2, beta
10651	imputed	MTX2	protein-coding	metaxin 2
10652	measured	YKT6	protein-coding	YKT6 v-SNARE homolog (S. cerevisiae)
10653	imputed	SPINT2	protein-coding	serine peptidase inhibitor, Kunitz type, 2
10654	imputed	PMVK	protein-coding	phosphomevalonate kinase
10656	imputed	KHDRBS3	protein-coding	KH domain containing, RNA binding, signal transduction associated 3
10657	imputed	KHDRBS1	protein-coding	KH domain containing, RNA binding, signal transduction associated 1
10658	imputed	CELF1	protein-coding	CUGBP, Elav-like family member 1
10659	imputed	CELF2	protein-coding	CUGBP, Elav-like family member 2
1066	imputed	CES1	protein-coding	carboxylesterase 1
10664	imputed	CTCF	protein-coding	CCCTC-binding factor (zinc finger protein)
10667	imputed	FARS2	protein-coding	phenylalanyl-tRNA synthetase 2, mitochondrial
10668	measured	CGRRF1	protein-coding	cell growth regulator with ring finger domain 1
10669	imputed	CGREF1	protein-coding	cell growth regulator with EF-hand domain 1
10670	measured	RRAGA	protein-coding	Ras-related GTP binding A
10671	imputed	DCTN6	protein-coding	dynactin 6
10675	imputed	CSPG5	protein-coding	chondroitin sulfate proteoglycan 5 (neuroglycan C)
10678	imputed	B3GNT2	protein-coding	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2
10681	measured	GNB5	protein-coding	guanine nucleotide binding protein (G protein), beta 5
10682	measured	EBP	protein-coding	emopamil binding protein (sterol isomerase)
10687	imputed	PNMA2	protein-coding	paraneoplastic Ma antigen 2
1069	imputed	CETN2	protein-coding	centrin, EF-hand protein, 2
10694	imputed	CCT8	protein-coding	chaperonin containing TCP1, subunit 8 (theta)
10695	measured	CNPY3	protein-coding	canopy FGF signaling regulator 3
107	imputed	ADCY1	protein-coding	adenylate cyclase 1 (brain)
1070	measured	CETN3	protein-coding	centrin, EF-hand protein, 3
10712	imputed	FAM189B	protein-coding	family with sequence similarity 189, member B
10713	imputed	USP39	protein-coding	ubiquitin specific peptidase 39
10714	imputed	POLD3	protein-coding	polymerase (DNA-directed), delta 3, accessory subunit
10721	imputed	POLQ	protein-coding	polymerase (DNA directed), theta
10723	imputed	SLC12A7	protein-coding	solute carrier family 12 (potassium/chloride transporter), member 7
10724	imputed	MGEA5	protein-coding	meningioma expressed antigen 5 (hyaluronidase)
10725	imputed	NFAT5	protein-coding	nuclear factor of activated T-cells 5, tonicity-responsive
10726	imputed	NUDC	protein-coding	nudC nuclear distribution protein
10728	imputed	PTGES3	protein-coding	prostaglandin E synthase 3 (cytosolic)
10730	measured	YME1L1	protein-coding	YME1-like 1 ATPase
10732	measured	TCFL5	protein-coding	transcription factor-like 5 (basic helix-loop-helix)
10733	imputed	PLK4	protein-coding	polo-like kinase 4
10735	imputed	STAG2	protein-coding	stromal antigen 2
10736	imputed	SIX2	protein-coding	SIX homeobox 2
10745	imputed	PHTF1	protein-coding	putative homeodomain transcription factor 1
10749	imputed	KIF1C	protein-coding	kinesin family member 1C
1075	imputed	CTSC	protein-coding	cathepsin C
10752	imputed	CHL1	protein-coding	cell adhesion molecule L1-like
10755	imputed	GIPC1	protein-coding	GIPC PDZ domain containing family, member 1
10758	imputed	TRAF3IP2	protein-coding	TRAF3 interacting protein 2
10762	imputed	NUP50	protein-coding	nucleoporin 50kDa
10763	imputed	NES	protein-coding	nestin
10765	measured	KDM5B	protein-coding	lysine (K)-specific demethylase 5B
10766	imputed	TOB2	protein-coding	transducer of ERBB2, 2
10767	imputed	HBS1L	protein-coding	HBS1-like translational GTPase
10768	imputed	AHCYL1	protein-coding	adenosylhomocysteinase-like 1
10769	imputed	PLK2	protein-coding	polo-like kinase 2
10771	imputed	ZMYND11	protein-coding	zinc finger, MYND-type containing 11
10772	imputed	SRSF10	protein-coding	serine/arginine-rich splicing factor 10
10775	measured	POP4	protein-coding	processing of precursor 4, ribonuclease P/MRP subunit (S. cerevisiae)
10776	measured	ARPP19	protein-coding	cAMP-regulated phosphoprotein, 19kDa
10781	imputed	ZNF266	protein-coding	zinc finger protein 266
10782	measured	ZNF274	protein-coding	zinc finger protein 274
10787	imputed	NCKAP1	protein-coding	NCK-associated protein 1
10788	imputed	IQGAP2	protein-coding	IQ motif containing GTPase activating protein 2
10797	measured	MTHFD2	protein-coding	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase
10799	imputed	RPP40	protein-coding	ribonuclease P/MRP 40kDa subunit
1080	imputed	CFTR	protein-coding	cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)
10801	imputed	SEPT9	protein-coding	septin 9
10802	imputed	SEC24A	protein-coding	SEC24 family member A
10807	imputed	SDCCAG3	protein-coding	serologically defined colon cancer antigen 3
10808	imputed	HSPH1	protein-coding	heat shock 105kDa/110kDa protein 1
10810	measured	WASF3	protein-coding	WAS protein family, member 3
10813	measured	UTP14A	protein-coding	UTP14, U3 small nucleolar ribonucleoprotein, homolog A (yeast)
10818	measured	FRS2	protein-coding	fibroblast growth factor receptor substrate 2
10826	imputed	FAXDC2	protein-coding	fatty acid hydroxylase domain containing 2
10827	imputed	FAM114A2	protein-coding	family with sequence similarity 114, member A2
10844	imputed	TUBGCP2	protein-coding	tubulin, gamma complex associated protein 2
10845	measured	CLPX	protein-coding	caseinolytic mitochondrial matrix peptidase chaperone subunit
10848	imputed	PPP1R13L	protein-coding	protein phosphatase 1, regulatory subunit 13 like
10849	imputed	CD3EAP	protein-coding	CD3e molecule, epsilon associated protein
10856	imputed	RUVBL2	protein-coding	RuvB-like AAA ATPase 2
10857	measured	PGRMC1	protein-coding	progesterone receptor membrane component 1
10866	imputed	HCP5	ncRNA	HLA complex P5 (non-protein coding)
10868	imputed	USP20	protein-coding	ubiquitin specific peptidase 20
10873	imputed	ME3	protein-coding	malic enzyme 3, NADP(+)-dependent, mitochondrial
10874	imputed	NMU	protein-coding	neuromedin U
10884	imputed	MRPS30	protein-coding	mitochondrial ribosomal protein S30
10885	imputed	WDR3	protein-coding	WD repeat domain 3
10891	imputed	PPARGC1A	protein-coding	peroxisome proliferator-activated receptor gamma, coactivator 1 alpha
10892	measured	MALT1	protein-coding	MALT1 paracaspase
10893	imputed	MMP24	protein-coding	matrix metallopeptidase 24 (membrane-inserted)
10897	imputed	YIF1A	protein-coding	Yip1 interacting factor homolog A (S. cerevisiae)
10898	measured	CPSF4	protein-coding	cleavage and polyadenylation specific factor 4, 30kDa
10899	imputed	JTB	protein-coding	jumping translocation breakpoint
109	imputed	ADCY3	protein-coding	adenylate cyclase 3
10902	imputed	BRD8	protein-coding	bromodomain containing 8
10903	imputed	MTMR11	protein-coding	myotubularin related protein 11
10904	measured	BLCAP	protein-coding	bladder cancer associated protein
10905	imputed	MAN1A2	protein-coding	mannosidase, alpha, class 1A, member 2
10906	imputed	TRAFD1	protein-coding	TRAF-type zinc finger domain containing 1
10907	imputed	TXNL4A	protein-coding	thioredoxin-like 4A
10908	imputed	PNPLA6	protein-coding	patatin-like phospholipase domain containing 6
10912	imputed	GADD45G	protein-coding	growth arrest and DNA-damage-inducible, gamma
10914	imputed	PAPOLA	protein-coding	poly(A) polymerase alpha
10915	measured	TCERG1	protein-coding	transcription elongation regulator 1
10916	imputed	MAGED2	protein-coding	melanoma antigen family D2
10919	imputed	EHMT2	protein-coding	euchromatic histone-lysine N-methyltransferase 2
10920	imputed	COPS8	protein-coding	COP9 signalosome subunit 8
10921	measured	RNPS1	protein-coding	RNA binding protein S1, serine-rich domain
10922	imputed	FASTK	protein-coding	Fas-activated serine/threonine kinase
10923	imputed	SUB1	protein-coding	SUB1 homolog (S. cerevisiae)
10924	imputed	SMPDL3A	protein-coding	sphingomyelin phosphodiesterase, acid-like 3A
10926	imputed	DBF4	protein-coding	DBF4 zinc finger
10927	imputed	SPIN1	protein-coding	spindlin 1
10928	imputed	RALBP1	protein-coding	ralA binding protein 1
10929	imputed	SRSF8	protein-coding	serine/arginine-rich splicing factor 8
10933	imputed	MORF4L1	protein-coding	mortality factor 4 like 1
10935	imputed	PRDX3	protein-coding	peroxiredoxin 3
10938	imputed	EHD1	protein-coding	EH-domain containing 1
10939	imputed	AFG3L2	protein-coding	AFG3-like AAA ATPase 2
10940	imputed	POP1	protein-coding	processing of precursor 1, ribonuclease P/MRP subunit (S. cerevisiae)
10943	imputed	MSL3	protein-coding	male-specific lethal 3 homolog (Drosophila)
10944	imputed	C11orf58	protein-coding	chromosome 11 open reading frame 58
10945	imputed	KDELR1	protein-coding	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1
10946	imputed	SF3A3	protein-coding	splicing factor 3a, subunit 3, 60kDa
10947	imputed	AP3M2	protein-coding	adaptor-related protein complex 3, mu 2 subunit
10948	imputed	STARD3	protein-coding	StAR-related lipid transfer (START) domain containing 3
10949	imputed	HNRNPA0	protein-coding	heterogeneous nuclear ribonucleoprotein A0
10950	imputed	BTG3	protein-coding	BTG family, member 3
10951	imputed	CBX1	protein-coding	chromobox homolog 1
10952	imputed	SEC61B	protein-coding	Sec61 beta subunit
10953	measured	TOMM34	protein-coding	translocase of outer mitochondrial membrane 34
10954	measured	PDIA5	protein-coding	protein disulfide isomerase family A, member 5
10955	imputed	SERINC3	protein-coding	serine incorporator 3
10956	imputed	OS9	protein-coding	osteosarcoma amplified 9, endoplasmic reticulum lectin
10957	imputed	PNRC1	protein-coding	proline-rich nuclear receptor coactivator 1
10959	imputed	TMED2	protein-coding	transmembrane emp24 domain trafficking protein 2
10960	imputed	LMAN2	protein-coding	lectin, mannose-binding 2
10961	imputed	ERP29	protein-coding	endoplasmic reticulum protein 29
10962	measured	MLLT11	protein-coding	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11
10963	imputed	STIP1	protein-coding	stress-induced phosphoprotein 1
10964	imputed	IFI44L	protein-coding	interferon-induced protein 44-like
10966	imputed	RAB40B	protein-coding	RAB40B, member RAS oncogene family
10969	measured	EBNA1BP2	protein-coding	EBNA1 binding protein 2
10970	imputed	CKAP4	protein-coding	cytoskeleton-associated protein 4
10971	imputed	YWHAQ	protein-coding	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta
10972	measured	TMED10	protein-coding	transmembrane emp24-like trafficking protein 10 (yeast)
10973	measured	ASCC3	protein-coding	activating signal cointegrator 1 complex subunit 3
10974	imputed	ADIRF	protein-coding	adipogenesis regulatory factor
10975	imputed	UQCR11	protein-coding	ubiquinol-cytochrome c reductase, complex III subunit XI
10978	imputed	CLP1	protein-coding	cleavage and polyadenylation factor I subunit 1
10979	imputed	FERMT2	protein-coding	fermitin family member 2
10980	imputed	COPS6	protein-coding	COP9 signalosome subunit 6
10981	imputed	RAB32	protein-coding	RAB32, member RAS oncogene family
10982	imputed	MAPRE2	protein-coding	microtubule-associated protein, RP/EB family, member 2
10983	imputed	CCNI	protein-coding	cyclin I
10985	imputed	GCN1L1	protein-coding	GCN1 general control of amino-acid synthesis 1-like 1 (yeast)
10987	imputed	COPS5	protein-coding	COP9 signalosome subunit 5
10988	imputed	METAP2	protein-coding	methionyl aminopeptidase 2
10989	imputed	IMMT	protein-coding	inner membrane protein, mitochondrial
10992	imputed	SF3B2	protein-coding	splicing factor 3b, subunit 2, 145kDa
10994	imputed	ILVBL	protein-coding	ilvB (bacterial acetolactate synthase)-like
10998	imputed	SLC27A5	protein-coding	solute carrier family 27 (fatty acid transporter), member 5
11000	measured	SLC27A3	protein-coding	solute carrier family 27 (fatty acid transporter), member 3
11001	imputed	SLC27A2	protein-coding	solute carrier family 27 (fatty acid transporter), member 2
11004	measured	KIF2C	protein-coding	kinesin family member 2C
11005	imputed	SPINK5	protein-coding	serine peptidase inhibitor, Kazal type 5
11007	measured	CCDC85B	protein-coding	coiled-coil domain containing 85B
11010	imputed	GLIPR1	protein-coding	GLI pathogenesis-related 1
11011	measured	TLK2	protein-coding	tousled-like kinase 2
11012	imputed	KLK11	protein-coding	kallikrein-related peptidase 11
11013	imputed	TMSB15A	protein-coding	thymosin beta 15a
11014	measured	KDELR2	protein-coding	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2
11015	imputed	KDELR3	protein-coding	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3
11017	imputed	SNRNP27	protein-coding	small nuclear ribonucleoprotein 27kDa (U4/U6.U5)
11018	imputed	TMED1	protein-coding	transmembrane emp24 protein transport domain containing 1
